tokenName,fileName,uuid,component
default-font-family,typography,45d43d4e-a4e4-4c5f-94ec-644a81300eb0,
sans-serif-font-family,typography,a552c422-c51c-458a-87b0-c6fe5178bf4b,
serif-font-family,typography,7f83198f-26ec-4156-9573-826dd7feb718,
cjk-font-family,typography,034892ba-eff6-4193-b4c5-61d20c8f22eb,
light-font-weight,typography,fd477873-3767-4883-ab3f-5ee2758b923b,
regular-font-weight,typography,02a94ddf-1007-4c86-8863-905874e40f95,
medium-font-weight,typography,c966c3b6-1bf5-4064-89f9-00d9ec673fd4,
bold-font-weight,typography,ff246e6b-7515-49a2-9dc6-8cdf1ea9b2d8,
extra-bold-font-weight,typography,ccadf44e-5424-4920-979f-ea1ef39687c4,
black-font-weight,typography,e2f23ca1-802b-40a2-a211-33090f9a043e,
italic-font-style,typography,9a58e4ae-dfa1-428b-9d90-11f4275418da,
default-font-style,typography,25668698-bf78-46f4-bc6c-8fea068ddb34,
font-size-50,typography,,
font-size-75,typography,,
font-size-100,typography,,
font-size-200,typography,,
font-size-300,typography,,
font-size-400,typography,,
font-size-500,typography,,
font-size-600,typography,,
font-size-700,typography,,
font-size-800,typography,,
font-size-900,typography,,
font-size-1000,typography,,
font-size-1100,typography,,
font-size-1200,typography,,
font-size-1300,typography,,
line-height-100,typography,dd125d1d-cf4d-45c8-ab21-52331a9a264b,
line-height-200,typography,832f2589-0e75-48dd-bbe3-e3f5b98e6c97,
cjk-line-height-100,typography,8b4ab68d-9060-4e11-9ecc-3b9d3db27fe4,
cjk-line-height-200,typography,c5a5d186-54b3-44a0-b1c6-e9b102871015,
cjk-letter-spacing,typography,12e27721-35f5-4d03-95f3-3fc9e1cf50e4,
heading-sans-serif-font-family,typography,234d7b9d-bddc-4988-8be5-ef5e41e08185,heading
heading-serif-font-family,typography,f2430818-41b5-439a-8347-6b384e78d141,heading
heading-cjk-font-family,typography,b6652ee5-466f-4117-a77c-a93a40f2a791,heading
heading-sans-serif-light-font-weight,typography,ff84a748-5923-451d-967c-a346d2dee46c,heading
heading-sans-serif-light-font-style,typography,c5551fd5-4ee2-4c93-b91f-9ed295fa63a4,heading
heading-serif-light-font-weight,typography,66958795-6459-4750-8c68-dc39ab383837,heading
heading-serif-light-font-style,typography,5f30418a-aa76-434e-bca9-902d5be0d929,heading
heading-cjk-light-font-weight,typography,9da0ba4c-b4e3-4052-8b2e-d2fde714bb9d,heading
heading-cjk-light-font-style,typography,b5704c75-2914-4268-9023-7f7452e826c1,heading
heading-sans-serif-font-weight,typography,,heading
heading-sans-serif-font-style,typography,561d905e-7f44-43da-b2b4-26e12551ef6d,heading
heading-serif-font-weight,typography,,heading
heading-serif-font-style,typography,938f3684-44c6-4ae2-935a-b88921fcd7fe,heading
heading-cjk-font-weight,typography,,heading
heading-cjk-font-style,typography,c93b39df-82e9-4e87-920f-1747e5d48e8e,heading
heading-sans-serif-heavy-font-weight,typography,ef13b8f0-f686-492d-990f-691ec91ebb96,heading
heading-sans-serif-heavy-font-style,typography,0c4cdd06-8180-40b1-9b1f-d7d973a7b772,heading
heading-serif-heavy-font-weight,typography,6b74c5ea-6bf4-46bb-bee1-3841606f1500,heading
heading-serif-heavy-font-style,typography,14532cb8-6c88-46ce-886b-96fac971e7b9,heading
heading-cjk-heavy-font-weight,typography,73c20d2f-1227-46bc-8548-102358405b0b,heading
heading-cjk-heavy-font-style,typography,b2f50ba2-e694-47ba-b81a-ea8fc813247e,heading
heading-sans-serif-light-strong-font-weight,typography,75437f9a-7ee8-4194-b4b3-0746be097396,heading
heading-sans-serif-light-strong-font-style,typography,67271ca0-c9fd-4047-a615-6314d7333f7a,heading
heading-serif-light-strong-font-weight,typography,29ad1c96-62e4-4143-88e8-fc8e08913a52,heading
heading-serif-light-strong-font-style,typography,73906871-24e5-48cc-9140-ec700c08d144,heading
heading-cjk-light-strong-font-weight,typography,5ca91bc2-215b-4cbb-b966-80bfffd569ad,heading
heading-cjk-light-strong-font-style,typography,be854057-43b1-40ce-bdc7-69960cd7638c,heading
heading-sans-serif-strong-font-weight,typography,79275989-91ed-408a-b884-a31d9f8bac26,heading
heading-sans-serif-strong-font-style,typography,2117cb6e-67f7-4509-b4fb-e9e442b6dc0e,heading
heading-serif-strong-font-weight,typography,6df0fb95-4aa0-4c67-896d-fa6aa3d34e95,heading
heading-serif-strong-font-style,typography,2e0ef484-406a-4902-995d-9a3d5177ec12,heading
heading-cjk-strong-font-weight,typography,eaf179aa-4514-4206-b3e2-a99b7d4d2029,heading
heading-cjk-strong-font-style,typography,4f061165-0e86-46b9-83c3-c95eeb8ff956,heading
heading-sans-serif-heavy-strong-font-weight,typography,2104c3c2-d834-436a-a26d-508056f1013d,heading
heading-sans-serif-heavy-strong-font-style,typography,86775b10-5682-49fb-9d38-6bdb857da801,heading
heading-serif-heavy-strong-font-weight,typography,af0010c7-5134-4fe4-bee1-bbb7dd31de3a,heading
heading-serif-heavy-strong-font-style,typography,b2875bbe-b5cb-452f-b7d6-3dcb4fc59921,heading
heading-cjk-heavy-strong-font-weight,typography,b7d2203c-c651-493e-80c2-b71b7c7c2692,heading
heading-cjk-heavy-strong-font-style,typography,26817f91-2742-4170-aa01-1e1e67ef01e8,heading
heading-sans-serif-light-emphasized-font-weight,typography,e882ea46-8f0a-4313-84f5-85bb8d9f1f5e,heading
heading-sans-serif-light-emphasized-font-style,typography,5f88eb81-7052-4c21-9896-f14cb09f0e70,heading
heading-serif-light-emphasized-font-weight,typography,b5f79fde-07f7-4c07-897e-0bfdf27e2839,heading
heading-serif-light-emphasized-font-style,typography,7bd831cd-3fe0-402b-a105-f65b8e8023e2,heading
heading-cjk-light-emphasized-font-weight,typography,aea9787b-ee0b-40cc-9089-5973e52b18bd,heading
heading-cjk-light-emphasized-font-style,typography,dac03eec-6910-4176-bfca-33f8a57cf3d7,heading
heading-sans-serif-emphasized-font-weight,typography,,heading
heading-sans-serif-emphasized-font-style,typography,2f17833a-28a4-4152-8999-12b077557797,heading
heading-serif-emphasized-font-weight,typography,,heading
heading-serif-emphasized-font-style,typography,fe694554-832d-457d-a320-f02629f9c441,heading
heading-cjk-emphasized-font-weight,typography,d854afd2-290a-40ae-a627-c4cdabeb546a,heading
heading-cjk-emphasized-font-style,typography,05c74b28-3051-498c-874a-5dc523bc27e5,heading
heading-sans-serif-heavy-emphasized-font-weight,typography,a7cb3274-e48e-435b-a066-32027ac19e84,heading
heading-sans-serif-heavy-emphasized-font-style,typography,924c338f-7141-490a-a842-ad632c26160c,heading
heading-serif-heavy-emphasized-font-weight,typography,82e9d579-8918-4114-bafa-3a9757556f84,heading
heading-serif-heavy-emphasized-font-style,typography,a18ac621-eade-4224-9660-3e9a080219ec,heading
heading-cjk-heavy-emphasized-font-weight,typography,9315971c-6e83-42c8-9c24-d1bc6fa5e106,heading
heading-cjk-heavy-emphasized-font-style,typography,aef21944-3dac-4b2d-ba7b-0a4df3f406bb,heading
heading-sans-serif-light-strong-emphasized-font-weight,typography,c297a503-fc3c-4939-8c5a-6611b9b04719,heading
heading-sans-serif-light-strong-emphasized-font-style,typography,bc5d65e0-e13a-424c-a260-9268a0dee66c,heading
heading-serif-light-strong-emphasized-font-weight,typography,98c61df3-057d-4345-881e-0c04628757f3,heading
heading-serif-light-strong-emphasized-font-style,typography,71c8e302-6bc1-4f45-b804-c847dd153d1b,heading
heading-cjk-light-strong-emphasized-font-weight,typography,83cc347c-7a1a-4665-9de4-cf19903f1043,heading
heading-cjk-light-strong-emphasized-font-style,typography,9136e25e-563b-4485-bad7-41809d5317de,heading
heading-sans-serif-strong-emphasized-font-weight,typography,9d834e30-53c1-4cea-9e17-2326038cb6cb,heading
heading-sans-serif-strong-emphasized-font-style,typography,f692d35f-1b11-43d1-ad29-967436b90928,heading
heading-serif-strong-emphasized-font-weight,typography,cd32f2b7-3e9f-47ae-ad34-2c7783dd5b2f,heading
heading-serif-strong-emphasized-font-style,typography,da6e1593-9d2a-4fd8-8877-d30d6e1d1c07,heading
heading-cjk-strong-emphasized-font-weight,typography,0080a817-b26f-42f1-84c4-5ed1ac08c12c,heading
heading-cjk-strong-emphasized-font-style,typography,22934d4d-4952-40a7-a5e5-256a7a3c9371,heading
heading-sans-serif-heavy-strong-emphasized-font-weight,typography,8779e773-7b37-4eb0-ae7a-2ba0104ad9d5,heading
heading-sans-serif-heavy-strong-emphasized-font-style,typography,c20ea22a-c34d-4c7c-a816-75b533e28c92,heading
heading-serif-heavy-strong-emphasized-font-weight,typography,2d8e76cd-f123-488d-893d-54a9f48f679e,heading
heading-serif-heavy-strong-emphasized-font-style,typography,adf303e8-1e27-4aec-9bbc-5abe166358ec,heading
heading-cjk-heavy-strong-emphasized-font-weight,typography,a0f680fa-2453-4bcc-b06c-9ff82de50c0c,heading
heading-cjk-heavy-strong-emphasized-font-style,typography,619a15ba-f74e-4ff4-a604-312b810f1a50,heading
heading-size-xxxl,typography,db884bf9-e7b5-420a-b408-bd9a4d6bb0a4,heading
heading-size-xxl,typography,464e34cd-e768-4a38-a72b-cae1a4852ef3,heading
heading-size-xl,typography,94bb5ad9-503a-428a-a8ba-6cf3f70592ac,heading
heading-size-l,typography,336e434c-9026-4bb3-96b1-5bb44376b868,heading
heading-size-m,typography,4cdcefe1-2006-4560-839f-5bdef6db8c1a,heading
heading-size-s,typography,96673fee-b75c-4867-9041-48362af044bc,heading
heading-size-xs,typography,4f179af6-c31f-48f8-927c-a45150668ad3,heading
heading-size-xxs,typography,82a831b4-b624-475b-b2be-4eb949e48626,heading
heading-cjk-size-xxxl,typography,5a44e177-2478-4bb0-9212-ba2df64c8b00,heading
heading-cjk-size-xxl,typography,fbf59302-1ad2-4327-bfde-d638a0ca2429,heading
heading-cjk-size-xl,typography,43535e5f-607e-43f4-bd37-8230b1f7993f,heading
heading-cjk-size-l,typography,f57ffe02-2e41-46f3-a0ac-1feb63bdd748,heading
heading-cjk-size-m,typography,43f45659-314b-45aa-9886-1beb096fc4ce,heading
heading-cjk-size-s,typography,c1242a8c-ca10-40d0-8fc4-67bbbce8fc5f,heading
heading-cjk-size-xs,typography,132688a7-917d-44b9-a34f-a7135599b299,heading
heading-cjk-size-xxs,typography,bddd6a96-c280-47ca-8858-20df055e488d,heading
heading-line-height,typography,64f28fe4-20f7-48cb-baeb-ff1898573727,heading
heading-cjk-line-height,typography,3e038db9-c5f7-4b8b-b1af-31075a31e0cc,heading
heading-margin-top-multiplier,typography,008fa04b-6d74-416b-a6ae-ceec90f08642,heading
heading-margin-bottom-multiplier,typography,dd2035b4-506f-41ab-a656-de3668d44e0f,heading
heading-color,typography,60300cd2-9b30-4ee3-b7a1-b8dae00270d9,heading
body-sans-serif-font-family,typography,32c3d84f-2b0d-4ccd-ba3c-b8475d82550b,body
body-serif-font-family,typography,20df8bd4-5a61-4614-aa86-5b76c5976860,body
body-cjk-font-family,typography,06d5790c-21e9-4135-843d-05007b046677,body
body-sans-serif-font-weight,typography,6813005d-9df4-459b-9fab-b2a054c32c31,body
body-sans-serif-font-style,typography,e1da0eff-7482-46a0-8190-4c54c6b1e1dd,body
body-serif-font-weight,typography,f049ba7a-c52f-4d39-b38e-911b2b91d031,body
body-serif-font-style,typography,d317d387-9bc8-4258-a79a-a0dd4e22d952,body
body-cjk-font-weight,typography,a754c16b-2f0c-485f-813d-d472ee650660,body
body-cjk-font-style,typography,41389b62-c449-485b-bfa8-1659bacc8c42,body
body-sans-serif-strong-font-weight,typography,633953a9-c61b-44cc-9dee-aebece97ccbc,body
body-sans-serif-strong-font-style,typography,b36db31f-eaaa-4310-9f54-f7b509d5f571,body
body-serif-strong-font-weight,typography,be263571-bd6b-4383-bdf9-3cdf80248b6a,body
body-serif-strong-font-style,typography,c8b531d1-949e-4492-9897-450a477983ce,body
body-cjk-strong-font-weight,typography,d79de2c4-ca7c-4316-ac44-fee1a66983d7,body
body-cjk-strong-font-style,typography,11fe09ad-92eb-4d7d-8872-467cdd69659b,body
body-sans-serif-emphasized-font-weight,typography,5640ac73-a482-4787-9ab2-035b57a87833,body
body-sans-serif-emphasized-font-style,typography,717c067c-55d1-4927-ad9c-8784769f581d,body
body-serif-emphasized-font-weight,typography,be2a8ff3-6117-4235-bcb8-72257b75d622,body
body-serif-emphasized-font-style,typography,c817210d-2b1a-4648-bff3-33fa212491f1,body
body-cjk-emphasized-font-weight,typography,0d8ada2f-272d-4f76-bf37-095e0b48cdae,body
body-cjk-emphasized-font-style,typography,3e90be19-62fd-4e53-abf9-4c697baba5da,body
body-sans-serif-strong-emphasized-font-weight,typography,421dc907-5862-4ed5-95f4-41d654b2fdc0,body
body-sans-serif-strong-emphasized-font-style,typography,b87e6738-af38-49be-9945-f3a307ce7b6f,body
body-serif-strong-emphasized-font-weight,typography,a87b77ff-5b27-47e0-a7df-f15092fb783e,body
body-serif-strong-emphasized-font-style,typography,b940bdc8-d373-4bd0-8620-d6c04134698b,body
body-cjk-strong-emphasized-font-weight,typography,54020791-a975-4e5d-a905-8bffcc9d2d93,body
body-cjk-strong-emphasized-font-style,typography,f792aac0-62f2-47e3-b6ac-158ae009d9c3,body
body-size-xxxl,typography,e0b8ceea-3404-4c4b-9145-fe5d445020fe,body
body-size-xxl,typography,4d0d4ed9-af14-4d88-98f1-9237f65e192a,body
body-size-xl,typography,3927604f-eaf3-4605-aa34-80b7bc88ac0f,body
body-size-l,typography,884b74cb-d247-491d-acb9-d3dc84bfd9a6,body
body-size-m,typography,4f7f6878-5304-48d3-8a42-5bb452c2163b,body
body-size-s,typography,1194f7e3-e4c3-4a3a-bd19-50f4b48e1a6e,body
body-size-xs,typography,25e93322-8f0b-45f8-ae9a-18668251f064,body
body-line-height,typography,39accad7-3de1-4850-9773-4e0ff8080049,body
body-cjk-line-height,typography,2106b188-8520-4261-968b-2eb2928857f9,body
body-margin-multiplier,typography,8f2e9283-4cbc-4374-9757-ed8d68542c89,body
body-color,typography,a7218010-91c1-4f20-8072-7b1801593014,body
detail-sans-serif-font-family,typography,34101c26-b4cd-43aa-bddd-0758d21fef01,detail
detail-serif-font-family,typography,365c6166-e17d-40bd-841e-495aa9c6acd7,detail
detail-cjk-font-family,typography,6cc647ab-1474-4094-974d-d079d7ef7565,detail
detail-sans-serif-font-weight,typography,d06a4346-ec24-4922-8985-4b8a05e0bfc6,detail
detail-sans-serif-font-style,typography,21a9500c-f9a4-4ff3-9eb5-6da81bf314f6,detail
detail-serif-font-weight,typography,87ef8843-f44e-4526-80cd-9635f3e0261e,detail
detail-serif-font-style,typography,524c5101-f745-47e6-b233-62cd005850f8,detail
detail-cjk-font-weight,typography,9b11f80a-7600-4a6b-a366-218ba320a5cc,detail
detail-cjk-font-style,typography,4d2a9b37-101b-4025-95d6-aba18b701a58,detail
detail-sans-serif-light-font-weight,typography,cf8f93e2-2b79-4a4c-bb31-313e013148e3,detail
detail-sans-serif-light-font-style,typography,a6b7c26e-3ff5-4241-b9cc-3026604fe30e,detail
detail-serif-light-font-weight,typography,2a15a805-fd08-4f8e-82e6-9264ef8937cb,detail
detail-serif-light-font-style,typography,f6478d1d-5dcf-43eb-a4fc-498479b29aa7,detail
detail-cjk-light-font-weight,typography,3b531775-a1fd-4a40-b169-7c42b8c6de38,detail
detail-cjk-light-font-style,typography,4cc06d86-326e-4b6f-a751-99445bb1d131,detail
detail-sans-serif-strong-font-weight,typography,a150e66c-daf4-4c71-a2e2-577600878988,detail
detail-sans-serif-strong-font-style,typography,c56642f3-043c-4738-bed0-61b324221f4e,detail
detail-serif-strong-font-weight,typography,d737931b-f63c-4874-8fa5-872b95048727,detail
detail-serif-strong-font-style,typography,3b2124e3-e50b-4ab7-8340-f97b1f8fef1e,detail
detail-cjk-strong-font-weight,typography,ef2997f3-276c-4662-8644-9514590114f4,detail
detail-cjk-strong-font-style,typography,653358fc-5ee4-4e97-affc-c56896d370c0,detail
detail-sans-serif-light-strong-font-weight,typography,4f0f95d3-098a-4852-bd21-785f5bf054b5,detail
detail-sans-serif-light-strong-font-style,typography,c1966f09-1c6e-4fe0-89ad-8fb8e847e3ba,detail
detail-serif-light-strong-font-weight,typography,fc5df058-f678-4dc8-953f-e2738798ee2b,detail
detail-serif-light-strong-font-style,typography,7a878a3f-b663-41ee-8357-6e62f2e51d80,detail
detail-cjk-light-strong-font-weight,typography,91231878-73dc-46ce-a277-1d14e0e36842,detail
detail-cjk-light-strong-font-style,typography,ec87fefe-f35f-41a0-9be1-6d076f0db230,detail
detail-sans-serif-emphasized-font-weight,typography,6ca600be-010a-4aaa-a815-e5bfdbe36b21,detail
detail-sans-serif-emphasized-font-style,typography,5c7dcef1-514e-4d43-b2ef-76639e214b8c,detail
detail-serif-emphasized-font-weight,typography,247b2004-e0bc-42b9-ba83-6edbe417c4cb,detail
detail-serif-emphasized-font-style,typography,cfaf6a70-3eb5-4887-bae6-8ae41c094192,detail
detail-cjk-emphasized-font-weight,typography,aa70fa2d-87ee-4e67-b230-85f400ddd7d1,detail
detail-cjk-emphasized-font-style,typography,3dca0579-91c4-4f60-a2a6-25f16eb673b3,detail
detail-sans-serif-light-emphasized-font-weight,typography,64972012-5050-41d0-9c9b-269b533a58b7,detail
detail-sans-serif-light-emphasized-font-style,typography,fc6098a2-3263-433c-8378-ba609629ef53,detail
detail-serif-light-emphasized-font-weight,typography,3d27f76e-b068-4f06-bea8-ee31fcbc49b2,detail
detail-serif-light-emphasized-font-style,typography,320bcd8e-2bb8-4e9e-9b1d-4838b2966857,detail
detail-cjk-light-emphasized-font-weight,typography,279d9a16-279f-4788-b5b0-af825a4b5d40,detail
detail-cjk-light-emphasized-font-style,typography,c7b1b312-cd81-4c65-8a67-017f91aee40b,detail
detail-sans-serif-strong-emphasized-font-weight,typography,c57f8682-52d2-43fa-a306-a588a13ead6b,detail
detail-sans-serif-strong-emphasized-font-style,typography,82d04795-da5f-4868-a90d-980f5376a878,detail
detail-serif-strong-emphasized-font-weight,typography,863cf841-7b83-4f66-a01f-12dccd47fee6,detail
detail-serif-strong-emphasized-font-style,typography,7fdffa4e-4370-45cf-aab0-316561a56a24,detail
detail-cjk-strong-emphasized-font-weight,typography,a7007c07-15a4-4671-bd3b-7406f4b374bb,detail
detail-cjk-strong-emphasized-font-style,typography,75a3a4ec-2b57-4a49-b3bd-84b41a3cd314,detail
detail-sans-serif-light-strong-emphasized-font-weight,typography,53f16a1c-9d44-4384-9a7e-88a2c4319486,detail
detail-sans-serif-light-strong-emphasized-font-style,typography,b7364639-2686-4e12-9ede-d6543d0d0d6d,detail
detail-serif-light-strong-emphasized-font-weight,typography,1c524d85-9fca-433c-b5c4-5eaa456cc3a2,detail
detail-serif-light-strong-emphasized-font-style,typography,42d2049f-cda2-4ae4-8d0a-41f7789f768b,detail
detail-cjk-light-strong-emphasized-font-weight,typography,0bc51146-a3e5-48c4-8324-4490b9d30f4d,detail
detail-cjk-light-strong-emphasized-font-style,typography,1d4235ff-c183-4d6c-8277-9783e3e1ce7a,detail
detail-size-xl,typography,ab476eec-b592-4890-af8f-74de808cb87f,detail
detail-size-l,typography,613da587-5c48-4efa-abb5-36378c1e81f0,detail
detail-size-m,typography,07840554-1ec1-4823-b119-474ec9cc31f0,detail
detail-size-s,typography,585e1bec-ee93-4983-b0bb-3a1f6ec28218,detail
detail-line-height,typography,4ca9965a-24f9-454e-b0a7-dd5a0c5ae170,detail
detail-cjk-line-height,typography,93434006-5ed7-4656-96b7-8f355a1f07b2,detail
detail-margin-top-multiplier,typography,5d34c3b5-fddd-420b-bfe4-0dee4e07701c,detail
detail-margin-bottom-multiplier,typography,35ac24a4-0338-44c6-b780-120a0af0fc51,detail
detail-letter-spacing,typography,c4dbe044-dc8c-4722-b36c-5442cd2bc279,detail
detail-sans-serif-text-transform,typography,8646d403-21f9-4e77-8a21-92289c303715,detail
detail-serif-text-transform,typography,0e161c32-c412-4cda-bacb-7eaa548b5534,detail
detail-color,typography,5f6b9d7a-2433-44fa-8de5-1fb40137e334,detail
code-font-family,typography,79b6c1f9-d1d5-4053-be47-36ecb666d0c1,code
code-cjk-font-family,typography,322cb744-5837-4d0a-94a8-3c885d54568d,code
code-font-weight,typography,bf02dd59-4b3c-435a-b33b-49fff22674a3,code
code-font-style,typography,b98a9c39-7d39-4b6d-ad35-46c8b1725c0c,code
code-cjk-font-weight,typography,8455f34c-0c79-4699-aa7c-c77d28bfa617,code
code-cjk-font-style,typography,b26477bc-8bf1-41aa-b849-cfde54e27780,code
code-strong-font-weight,typography,48d2b9b8-beac-4185-827d-0c552e47663f,code
code-strong-font-style,typography,dac3d8d5-3005-4fa6-b71a-6679470176cf,code
code-cjk-strong-font-weight,typography,ed73f5fc-5b7a-4414-8f1c-325e7944a9e1,code
code-cjk-strong-font-style,typography,a30c9a18-1a49-4b16-87a0-e882c81dd1bd,code
code-emphasized-font-weight,typography,948436ba-23d7-4eec-a3fe-ef5829ccadb0,code
code-emphasized-font-style,typography,9d3151ad-4a37-4eeb-aadd-7389ccb09345,code
code-cjk-emphasized-font-weight,typography,61f8b443-95fa-46fd-8876-b4d7a2244af9,code
code-cjk-emphasized-font-style,typography,f892e676-5218-4dc9-870b-c9d2df6f3152,code
code-strong-emphasized-font-weight,typography,4d5f1937-552d-44a4-be8e-2edafefa46aa,code
code-strong-emphasized-font-style,typography,83d53fe1-372f-46ba-b8e0-f90ca2e59647,code
code-cjk-strong-emphasized-font-weight,typography,8ed5c5e0-ff72-4937-98fd-fd09f1fab288,code
code-cjk-strong-emphasized-font-style,typography,38006d42-4f02-46ff-917f-6c0163525642,code
code-size-xl,typography,7879adbc-6c38-4d29-9a90-a4ad91c75b90,code
code-size-l,typography,b7010f1a-c994-4b19-b273-3f609fe4be2b,code
code-size-m,typography,e5b76091-7cbb-4d1e-8d27-48f00759c9f3,code
code-size-s,typography,efa9311b-27c5-45ea-93a7-bef6f9370179,code
code-size-xs,typography,f0c5e6fb-fb48-45d2-a043-558b3dc28bc7,code
code-line-height,typography,0d33b30d-96d6-4b5a-90d2-2a708bdae623,code
code-cjk-line-height,typography,35580910-cb91-44df-9613-7b2e40a75a7c,code
code-color,typography,851aebc5-5aa2-42ae-9032-59a5c9e8db5f,code
swatch-border-color,color-component,7da5157d-7f25-405b-8de0-f3669565fb48,swatch
swatch-border-opacity,color-component,0e397a80-cf33-44ed-8b7d-1abaf4426bf5,swatch
swatch-disabled-icon-border-color,color-component,c49cd7ae-7657-458b-871a-6b4f28bca535,swatch
swatch-disabled-icon-border-opacity,color-component,cdbba3b6-cb51-4fec-88f0-273d4bb59a18,swatch
thumbnail-border-color,color-component,5bd226f1-0a6b-42bc-80af-4a9dde99e9e9,thumbnail
thumbnail-border-opacity,color-component,58bd04e9-5b85-44d8-8474-96e157701070,thumbnail
thumbnail-opacity-disabled,color-component,92418bcd-5f0f-4f26-9a96-51f8c9e871bf,thumbnail
opacity-checkerboard-square-light,color-component,c7e50676-3f61-49c3-a35f-2532fdb02360,opacity-checkerboard
opacity-checkerboard-square-dark,color-component,,opacity-checkerboard
avatar-opacity-disabled,color-component,84d25d1b-f9e4-4a9e-8cd0-92367ff00637,avatar
color-area-border-color,color-component,70fc4674-0f09-48f5-8850-48b4b38c2f01,color-area
color-area-border-opacity,color-component,fba1851e-0056-4cdf-938d-6d61550bbe3c,color-area
color-slider-border-color,color-component,0c85e7fa-f950-436c-a68a-dd7fb8dfac9e,color-slider
color-slider-border-opacity,color-component,8271b69e-6542-4b17-b0f0-72567e16c41b,color-slider
color-loupe-drop-shadow-color,color-component,918b8089-d89f-45d2-8c9c-f3f13f81b0b9,color-loupe
color-loupe-inner-border,color-component,d2c4cb48-8a90-461d-95bc-d882ba01472b,color-loupe
color-loupe-outer-border,color-component,4e1d1cc5-736e-4e82-9054-5c1a74ac1aca,color-loupe
card-selection-background-color,color-component,622c6e86-dea6-416d-9f13-bb6ef112d3cb,cards
card-selection-background-color-opacity,color-component,ac039445-0bf8-4821-b02e-e7e06a416576,cards
drop-zone-background-color,color-component,866f3613-c12f-4475-87b1-ad86ef2ce153,drop-zone
drop-zone-background-color-opacity,color-component,ee5ed78b-230c-4b37-9d76-1787a975bb63,drop-zone
drop-zone-background-color-opacity-filled,color-component,ca70550a-b11a-438f-9c70-ff1eeba532cc,drop-zone
coach-mark-pagination-color,color-component,f8cefe70-db2c-489e-bbbe-964050e96ab6,coach-mark
color-handle-inner-border-color,color-component,0c93f310-d7c6-474b-8f07-0e8e76e2756e,color-handle
color-handle-inner-border-opacity,color-component,72b473c6-ec9b-4830-a0f8-48b80070e7b8,color-handle
color-handle-outer-border-color,color-component,,color-handle
